menu,voce,col,user,profile,right,status,http,count,note,endpoint
Analisi Proiezioni,Report Annuale BU,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-bu?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifi",/api/analisi-rcc/pivot-fatturato-bu
Analisi Proiezioni,Report Annuale BU,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-bu?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED]",/api/analisi-rcc/pivot-fatturato-bu
Analisi Proiezioni,Report Annuale BU,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-bu?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/analisi-rcc/pivot-fatturato-bu
Analisi Proiezioni,Report Annuale BU,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-bu?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifi",/api/analisi-rcc/pivot-fatturato-bu
Analisi Proiezioni,Proiezione Mensile RCC-BU,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-burcc?anno=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certif",/api/analisi-rcc/risultato-mensile-burcc
Analisi Proiezioni,Proiezione Mensile RCC-BU,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-burcc?anno=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_F",/api/analisi-rcc/risultato-mensile-burcc
Analisi Proiezioni,Proiezione Mensile RCC-BU,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-burcc?anno=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE",/api/analisi-rcc/risultato-mensile-burcc
Analisi Proiezioni,Proiezione Mensile RCC-BU,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-burcc?anno=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FA",/api/analisi-rcc/risultato-mensile-burcc
Analisi Proiezioni,Proiezione Mensile RCC-BU,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-burcc?anno=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/analisi-rcc/risultato-mensile-burcc
Analisi Proiezioni,Proiezione Mensile RCC-BU,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-burcc?anno=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FA",/api/analisi-rcc/risultato-mensile-burcc
Analisi Proiezioni,Proiezione Mensile RCC-BU,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-burcc?anno=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] cert",/api/analisi-rcc/risultato-mensile-burcc
Analisi Proiezioni,Proiezione Mensile RCC-BU,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-burcc?anno=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/analisi-rcc/risultato-mensile-burcc
Analisi Proiezioni,Report Annuale RCC-BU,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-burcc?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certific",/api/analisi-rcc/pivot-fatturato-burcc
Analisi Proiezioni,Report Annuale RCC-BU,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-burcc?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAI",/api/analisi-rcc/pivot-fatturato-burcc
Analisi Proiezioni,Report Annuale RCC-BU,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-burcc?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_V",/api/analisi-rcc/pivot-fatturato-burcc
Analisi Proiezioni,Report Annuale RCC-BU,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-burcc?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAIL",/api/analisi-rcc/pivot-fatturato-burcc
Analisi Proiezioni,Report Annuale RCC-BU,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-burcc?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] cert",/api/analisi-rcc/pivot-fatturato-burcc
Analisi Proiezioni,Report Annuale RCC-BU,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-burcc?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAIL",/api/analisi-rcc/pivot-fatturato-burcc
Analisi Proiezioni,Report Annuale RCC-BU,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-burcc?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certif",/api/analisi-rcc/pivot-fatturato-burcc
Analisi Proiezioni,Report Annuale RCC-BU,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-burcc?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] cert",/api/analisi-rcc/pivot-fatturato-burcc
Analisi Proiezioni,Piano Fatturazione,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/piano-fatturazione?anno=2026&mesiSnapshot=4&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAIL",/api/analisi-rcc/piano-fatturazione
Analisi Proiezioni,Piano Fatturazione,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/piano-fatturazione?anno=2026&mesiSnapshot=4&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICAT",/api/analisi-rcc/piano-fatturazione
Analisi Proiezioni,Piano Fatturazione,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/piano-fatturazione?anno=2026&mesiSnapshot=4&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: C",/api/analisi-rcc/piano-fatturazione
Analisi Proiezioni,Piano Fatturazione,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/piano-fatturazione?anno=2026&mesiSnapshot=4&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE",/api/analisi-rcc/piano-fatturazione
Analisi Proiezioni,Piano Fatturazione,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/piano-fatturazione?anno=2026&mesiSnapshot=4&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/analisi-rcc/piano-fatturazione
Analisi Proiezioni,Piano Fatturazione,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/piano-fatturazione?anno=2026&mesiSnapshot=4&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE",/api/analisi-rcc/piano-fatturazione
Analisi Proiezioni,Piano Fatturazione,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/piano-fatturazione?anno=2026&mesiSnapshot=4&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FA",/api/analisi-rcc/piano-fatturazione
Analisi Proiezioni,Piano Fatturazione,ROU,ascuderi,Responsabile OU,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/piano-fatturazione?anno=2026&mesiSnapshot=4&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/analisi-rcc/piano-fatturazione
Analisi Proiezioni,Dettaglio Fatturato,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/dettaglio-fatturato?anni=2026&take=200&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/analisi-rcc/dettaglio-fatturato
Analisi Proiezioni,Dettaglio Fatturato,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/dettaglio-fatturato?anni=2026&take=200&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VER",/api/analisi-rcc/dettaglio-fatturato
Analisi Proiezioni,Dettaglio Fatturato,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/dettaglio-fatturato?anni=2026&take=200&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIF",/api/analisi-rcc/dettaglio-fatturato
Analisi Proiezioni,Dettaglio Fatturato,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/dettaglio-fatturato?anni=2026&take=200&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERI",/api/analisi-rcc/dettaglio-fatturato
Analisi Proiezioni,Dettaglio Fatturato,PM,rguafnaccia,Project Manager,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/dettaglio-fatturato?anni=2026&take=200&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILE",/api/analisi-rcc/dettaglio-fatturato
Analisi Proiezioni,Dettaglio Fatturato,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/dettaglio-fatturato?anni=2026&take=200&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERI",/api/analisi-rcc/dettaglio-fatturato
Analisi Proiezioni,Dettaglio Fatturato,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/dettaglio-fatturato?anni=2026&take=200&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED]",/api/analisi-rcc/dettaglio-fatturato
Analisi Proiezioni,Dettaglio Fatturato,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/dettaglio-fatturato?anni=2026&take=200&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILE",/api/analisi-rcc/dettaglio-fatturato
Previsioni,Funnel,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/funnel?anni=2026&take=200&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ve",/api/analisi-rcc/funnel
Previsioni,Funnel,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/funnel?anni=2026&take=200&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/analisi-rcc/funnel
Previsioni,Funnel,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/funnel?anni=2026&take=200&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/analisi-rcc/funnel
Previsioni,Funnel,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/funnel?anni=2026&take=200&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/analisi-rcc/funnel
Previsioni,Funnel,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/funnel?anni=2026&take=200&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/analisi-rcc/funnel
Previsioni,Funnel,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/funnel?anni=2026&take=200&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/analisi-rcc/funnel
Previsioni,Funnel,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/funnel?anni=2026&take=200&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ",/api/analisi-rcc/funnel
Previsioni,Funnel,ROU,ascuderi,Responsabile OU,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/funnel?anni=2026&take=200&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/analisi-rcc/funnel
Previsioni,Report Funnel RCC,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verif",/api/analisi-rcc/pivot-funnel
Previsioni,Report Funnel RCC,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] cert",/api/analisi-rcc/pivot-funnel
Previsioni,Report Funnel RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAI",/api/analisi-rcc/pivot-funnel
Previsioni,Report Funnel RCC,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certi",/api/analisi-rcc/pivot-funnel
Previsioni,Report Funnel RCC,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate v",/api/analisi-rcc/pivot-funnel
Previsioni,Report Funnel RCC,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certi",/api/analisi-rcc/pivot-funnel
Previsioni,Report Funnel RCC,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ver",/api/analisi-rcc/pivot-funnel
Previsioni,Report Funnel RCC,ROU,ascuderi,Responsabile OU,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate v",/api/analisi-rcc/pivot-funnel
Previsioni,Report Funnel BU,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel-bu?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ve",/api/analisi-rcc/pivot-funnel-bu
Previsioni,Report Funnel BU,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel-bu?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/analisi-rcc/pivot-funnel-bu
Previsioni,Report Funnel BU,RCC,aaltana,Responsabile Commerciale Commessa,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel-bu?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/analisi-rcc/pivot-funnel-bu
Previsioni,Report Funnel BU,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel-bu?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/analisi-rcc/pivot-funnel-bu
Previsioni,Report Funnel BU,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel-bu?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/analisi-rcc/pivot-funnel-bu
Previsioni,Report Funnel BU,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel-bu?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/analisi-rcc/pivot-funnel-bu
Previsioni,Report Funnel BU,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel-bu?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ",/api/analisi-rcc/pivot-funnel-bu
Previsioni,Report Funnel BU,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-funnel-bu?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/analisi-rcc/pivot-funnel-bu
Processo Offerta,Offerte,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/offerte?anni=2026&take=200&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certific",/api/processo-offerta/offerte
Processo Offerta,Offerte,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/offerte?anni=2026&take=200&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAI",/api/processo-offerta/offerte
Processo Offerta,Offerte,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/offerte?anni=2026&take=200&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_V",/api/processo-offerta/offerte
Processo Offerta,Offerte,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/offerte?anni=2026&take=200&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAIL",/api/processo-offerta/offerte
Processo Offerta,Offerte,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/offerte?anni=2026&take=200&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] cert",/api/processo-offerta/offerte
Processo Offerta,Offerte,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/offerte?anni=2026&take=200&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAIL",/api/processo-offerta/offerte
Processo Offerta,Offerte,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/offerte?anni=2026&take=200&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certif",/api/processo-offerta/offerte
Processo Offerta,Offerte,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/offerte?anni=2026&take=200&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] cert",/api/processo-offerta/offerte
Processo Offerta,Sintesi RCC,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate v",/api/processo-offerta/sintesi-rcc
Processo Offerta,Sintesi RCC,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ",/api/processo-offerta/sintesi-rcc
Processo Offerta,Sintesi RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY",/api/processo-offerta/sintesi-rcc
Processo Offerta,Sintesi RCC,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/processo-offerta/sintesi-rcc?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/processo-offerta/sintesi-rcc
